kT,B,energy,magnetization,Magnetization_per_site,domain_number,mean_domain_size,forman_ricci_curvature
0.50000,0.00000,-256.00000,64.00000,1.00000,0.00000,0.00000
0.60000,0.00000,-256.00000,-64.00000,-1.00000,0.00000,0.00000
0.70000,0.00000,-256.00000,64.00000,1.00000,0.00000,0.00000
0.80000,0.00000,-256.00000,-64.00000,-1.00000,0.00000,0.00000
0.90000,0.00000,-255.96800,-63.99600,-0.99994,0.00000,0.00000
1.00000,0.00000,-255.64800,63.95600,0.99931,0.00000,0.00000
1.10000,0.00000,-255.13600,63.89200,0.99831,0.00000,0.00000
1.20000,0.00000,-255.00800,-63.87600,-0.99806,0.00000,0.00000
1.30000,0.00000,-253.07200,63.60400,0.99381,0.00000,0.00000
1.40000,0.00000,-252.49600,63.54400,0.99287,0.00000,0.00000
1.50000,0.00000,-250.38400,-63.24400,-0.98819,0.00000,0.00000
1.60000,0.00000,-246.49600,62.62000,0.97844,0.00000,0.00000
1.70000,0.00000,-244.36800,62.35600,0.97431,0.00000,0.00000
1.80000,0.00000,-239.95200,-61.69200,-0.96394,0.00000,0.00000
1.90000,0.00000,-232.75200,-60.30400,-0.94225,0.00000,0.00000
2.00000,0.00000,-224.73600,58.91600,0.92056,0.00000,0.00000
2.10000,0.00000,-216.51200,-57.40000,-0.89687,0.00000,0.00000
2.20000,0.00000,-203.34400,54.00000,0.84375,0.00000,0.00000
2.30000,0.00000,-185.72800,-48.19600,-0.75306,0.00000,0.00000
2.40000,0.00000,-167.79200,-13.52800,-0.21138,0.00000,0.00000
2.50000,0.00000,-160.84800,-39.35200,-0.61487,0.00000,0.00000
2.60000,0.00000,-144.67200,-17.43600,-0.27244,0.00000,0.00000
2.70000,0.00000,-131.42400,0.45200,0.00706,0.00000,0.00000
2.80000,0.00000,-121.50400,-4.39200,-0.06863,0.00000,0.00000
2.90000,0.00000,-118.03200,3.24000,0.05063,0.00000,0.00000
3.00000,0.00000,-109.58400,-9.84000,-0.15375,0.00000,0.00000
3.10000,0.00000,-97.82400,-5.20800,-0.08138,0.00000,0.00000
3.20000,0.00000,-95.08800,0.71200,0.01112,0.00000,0.00000
3.30000,0.00000,-95.64800,3.23600,0.05056,0.00000,0.00000
3.40000,0.00000,-89.20000,0.47600,0.00744,0.00000,0.00000
3.50000,0.00000,-83.74400,-1.67600,-0.02619,0.00000,0.00000
3.60000,0.00000,-78.62400,-0.20800,-0.00325,0.00000,0.00000
3.70000,0.00000,-79.56800,1.64800,0.02575,0.00000,0.00000
3.80000,0.00000,-74.57600,2.83600,0.04431,0.00000,0.00000
3.90000,0.00000,-74.51200,-2.79200,-0.04362,0.00000,0.00000
4.00000,0.00000,-73.50400,-4.03600,-0.06306,0.00000,0.00000
4.10000,0.00000,-67.84000,1.86400,0.02913,0.00000,0.00000
4.20000,0.00000,-66.54400,1.30000,0.02031,0.00000,0.00000
4.30000,0.00000,-68.08000,-1.06000,-0.01656,0.00000,0.00000
4.40000,0.00000,-63.50400,1.22400,0.01912,0.00000,0.00000
4.50000,0.00000,-62.16000,0.53600,0.00838,0.00000,0.00000
4.60000,0.00000,-61.56800,2.33600,0.03650,0.00000,0.00000
4.70000,0.00000,-59.29600,-3.26400,-0.05100,0.00000,0.00000
4.80000,0.00000,-56.60800,-0.20400,-0.00319,0.00000,0.00000
4.90000,0.00000,-58.56000,-0.31600,-0.00494,0.00000,0.00000
5.00000,0.00000,-55.87200,2.02000,0.03156,0.00000,0.00000
